mu3,mu2,sigma,theta3,mu1,theta1,theta2
1.0020670824716689,-1.9871818726357675,0.48487663769184997,0.2899237772547975,3.0146818328208975,0.483775916773912,0.22630030597129044
1.00969714329191,-2.017999776765609,0.48803755694186446,0.2787414288023694,2.9900819225192405,0.4973088264207277,0.22394974477690288
1.0438783690278362,-1.9499089163773449,0.4857545701815198,0.29756685788063103,2.9763074432503234,0.48526791155410354,0.21716523056526546
1.0235032307601715,-1.9890782230073858,0.4920623886330736,0.30727755510488014,2.9925407063982075,0.47911738538680554,0.21360505950831432
1.0106840010610403,-1.9660801850214742,0.4730319541612126,0.3041428890094667,2.9396027920641714,0.47991754309355944,0.2159395678969739
0.9790568015185509,-1.9816966219443168,0.49702668081733037,0.28241200551388695,3.038538408370442,0.4947200340531859,0.22286796043292706
0.9671530877372573,-2.0100002454808745,0.4869282925425502,0.2927372475763676,3.024249272000157,0.48369556860562213,0.2235671838180104
0.9730483652344587,-1.9358018569400537,0.5038895181804315,0.30120852117808194,2.9994325829426236,0.48304477827117887,0.21574670055073916
0.9876956758805672,-1.9298143666969882,0.4864062384240052,0.2944645457190439,2.963890762484286,0.48388043080319226,0.22165502347776384
0.9630127004469599,-1.9561593135022217,0.49962282949235887,0.29651102249398936,3.0066855782317856,0.4839452170495945,0.21954376045641613
0.9657035183611472,-1.979282853986535,0.5018217994113685,0.2836231449840471,2.9871954616654395,0.48585066230275764,0.23052619271319527
0.9892640287167365,-2.020988587267436,0.5193480477153252,0.3026335627738659,3.0087256706477756,0.48294838296401693,0.21441805426211707
0.9944193828232075,-1.9533549504971166,0.5058092918899383,0.29617927091312934,3.025586101156397,0.49097828829840134,0.2128424407884693
0.9930879531910076,-1.9288222514496876,0.4853619416070099,0.3059950931526121,2.976236266358981,0.48015664996967217,0.21384825687771578
0.97380892251352,-1.9557366057719094,0.5039373540314684,0.2818662211992034,2.986920740648405,0.49717391314788084,0.2209598656529158
0.9861075859119213,-1.962282662464735,0.4686897423516539,0.304491177092866,2.9707979987963617,0.47721689183777305,0.2182919310693609
0.948435750885347,-1.9554159535016866,0.47705356090151185,0.29918347807165196,2.9700218218751275,0.4766294844084396,0.22418703751990846
0.9773390311456923,-1.9881497155022663,0.5110425271560675,0.3034807816271009,2.9687476019226158,0.47415959804876207,0.22235962032413695
0.9914437410642517,-1.9524846615753308,0.4740846204100678,0.27947507143274547,2.9840377574120067,0.49765048976700166,0.2228744388002528
0.9844957951302845,-2.0348325082966796,0.4881415601768392,0.2824509594710106,2.988158168428386,0.4968034586489154,0.22074558188007398
1.0296045255775745,-1.9714743698166166,0.48365517074108877,0.29950886952238936,2.9796201633961106,0.48693418053619153,0.21355694994141913
0.9738151363900134,-2.014763037499066,0.4928018573156644,0.2808738227686171,2.9955864715343825,0.47702023587331427,0.24210594135806865
0.9575984213420495,-2.0247356224822166,0.48434564375001515,0.2976399146360848,2.989125262228245,0.49600896262613847,0.2063511227377767
0.958680348079278,-1.9945125955000371,0.5097643855832732,0.2780080887587302,2.9977932410427455,0.4781433222353971,0.2438485890058728
0.9988155795915273,-1.969751303231741,0.483046009293439,0.27622565254068493,3.008185159447372,0.4608996031900029,0.2628747442693122
1.0117168780770327,-1.9292958626434933,0.48663475203128437,0.27996032683628463,2.9873161830518304,0.4678221684590208,0.2522175047046945
1.0375841109438217,-1.9182302684640884,0.47516600860202757,0.281524598429312,2.9945944752844293,0.48095485229965257,0.23752054927103544
1.0005479784200455,-1.9631363900746337,0.4933031236467845,0.30291942561164437,2.9764104022318056,0.48026733192792304,0.2168132424604326
1.0045462296250698,-1.9671206616010946,0.525300317154589,0.2912390536417098,3.009081796972123,0.47965042708118427,0.2291105192771059
1.0078806824089401,-1.9904614186646397,0.48083887535783815,0.2910118045320671,2.9942662522412418,0.47338995927219346,0.23559823619573944
0.9698661195813733,-2.038688075615897,0.49308956684817284,0.29412996314836054,2.974909328231923,0.5035066565261079,0.20236338032553158
0.9891417938489794,-1.9535104937016472,0.49307917651218613,0.293827575545724,2.964726279216987,0.5145728817747098,0.19159954267956616
